datetime,soc_svl (-)
2024-01-02 11:30:00,0.045
2024-01-02 11:45:00,0.045
2024-01-02 12:00:00,0.044000000000000004
2024-01-02 12:15:00,0.044000000000000004
2024-01-02 12:30:00,0.043
2024-01-02 12:45:00,0.043
2024-01-02 13:00:00,0.042
2024-01-02 13:15:00,0.042
2024-01-02 13:30:00,0.0409
2024-01-02 13:45:00,0.0409
2024-01-02 14:00:00,0.04
2024-01-02 14:15:00,0.04
2024-01-02 14:30:00,0.04
2024-01-02 14:45:00,0.039
2024-01-02 15:00:00,0.039
2024-01-02 15:15:00,0.038000000000000006
2024-01-02 15:30:00,0.038000000000000006
2024-01-02 15:45:00,
2024-01-02 16:00:00,
2024-01-02 16:15:00,
2024-01-02 16:30:00,
2024-01-02 16:45:00,
2024-01-02 17:00:00,
2024-01-02 17:15:00,
2024-01-02 17:30:00,
2024-01-02 17:45:00,
2024-01-02 18:00:00,
2024-01-02 18:15:00,
2024-01-02 18:30:00,
2024-01-02 18:45:00,
2024-01-02 19:00:00,
2024-01-02 19:15:00,
2024-01-02 19:30:00,
2024-01-02 19:45:00,
2024-01-02 20:00:00,
2024-01-02 20:15:00,
2024-01-02 20:30:00,
2024-01-02 20:45:00,
2024-01-02 21:00:00,
2024-01-02 21:15:00,
2024-01-02 21:30:00,
2024-01-02 21:45:00,
2024-01-02 22:00:00,
2024-01-02 22:15:00,
2024-01-02 22:30:00,
2024-01-02 22:45:00,
2024-01-02 23:00:00,
2024-01-02 23:15:00,
2024-01-02 23:30:00,
2024-01-02 23:45:00,
2024-01-03 00:00:00,
2024-01-03 00:15:00,
2024-01-03 00:30:00,
2024-01-03 00:45:00,
2024-01-03 01:00:00,
2024-01-03 01:15:00,
2024-01-03 01:30:00,
2024-01-03 01:45:00,
2024-01-03 02:00:00,
2024-01-03 02:15:00,
2024-01-03 02:30:00,
2024-01-03 02:45:00,
2024-01-03 03:00:00,
2024-01-03 03:15:00,
2024-01-03 03:30:00,
2024-01-03 03:45:00,
2024-01-03 04:00:00,
2024-01-03 04:15:00,
2024-01-03 04:30:00,
2024-01-03 04:45:00,
2024-01-03 05:00:00,
2024-01-03 05:15:00,
2024-01-03 05:30:00,
2024-01-03 05:45:00,
2024-01-03 06:00:00,
2024-01-03 06:15:00,
2024-01-03 06:30:00,
2024-01-03 06:45:00,
2024-01-03 07:00:00,
2024-01-03 07:15:00,
2024-01-03 07:30:00,
2024-01-03 07:45:00,
2024-01-03 08:00:00,
2024-01-03 08:15:00,6.5535000000000005
2024-01-03 08:30:00,6.5535000000000005
2024-01-03 08:45:00,6.5535000000000005
2024-01-03 09:00:00,6.5535000000000005
2024-01-03 09:15:00,6.5535000000000005
2024-01-03 09:30:00,6.5535000000000005
2024-01-03 09:45:00,6.5535000000000005
2024-01-03 10:00:00,6.5535000000000005
2024-01-03 10:15:00,6.5535000000000005
2024-01-03 10:30:00,6.5535000000000005
2024-01-03 10:45:00,6.5535000000000005
2024-01-03 11:00:00,6.5535000000000005
2024-01-03 11:15:00,6.5535000000000005
2024-01-03 11:30:00,0.04
2024-01-03 11:45:00,0.04
2024-01-03 12:00:00,0.039
2024-01-03 12:15:00,0.039
2024-01-03 12:30:00,0.039
2024-01-03 12:45:00,0.038000000000000006
2024-01-03 13:00:00,0.038000000000000006
2024-01-03 13:15:00,0.037000000000000005
2024-01-03 13:30:00,0.037000000000000005
2024-01-03 13:45:00,0.036000000000000004
2024-01-03 14:00:00,0.036000000000000004
2024-01-03 14:15:00,0.035
2024-01-03 14:30:00,0.035
2024-01-03 14:45:00,0.034
2024-01-03 15:00:00,0.034
2024-01-03 15:15:00,0.033
2024-01-03 15:30:00,0.033
2024-01-03 15:45:00,0.032
2024-01-03 16:00:00,0.032
2024-01-03 16:15:00,0.031
2024-01-03 16:30:00,0.031
2024-01-03 16:45:00,0.031
2024-01-03 17:00:00,0.05
2024-01-03 17:15:00,0.049
2024-01-03 17:30:00,0.049
2024-01-03 17:45:00,0.048
2024-01-03 18:00:00,0.048
2024-01-03 18:15:00,0.048
2024-01-03 18:30:00,0.047
2024-01-03 18:45:00,0.047
2024-01-03 19:00:00,0.045899999999999996
2024-01-03 19:15:00,0.045899999999999996
2024-01-03 19:30:00,0.045
2024-01-03 19:45:00,0.045
2024-01-03 20:00:00,0.045
2024-01-03 20:15:00,0.044000000000000004
2024-01-03 20:30:00,0.044000000000000004
2024-01-03 20:45:00,0.043
2024-01-03 21:00:00,0.043
2024-01-03 21:15:00,0.042
2024-01-03 21:30:00,0.042
2024-01-03 21:45:00,0.042
2024-01-03 22:00:00,0.0409
2024-01-03 22:15:00,0.0409
2024-01-03 22:30:00,0.04
2024-01-03 22:45:00,0.04
2024-01-03 23:00:00,0.039
2024-01-03 23:15:00,0.039
2024-01-03 23:30:00,0.039
2024-01-03 23:45:00,0.038000000000000006
2024-01-04 00:00:00,0.038000000000000006
2024-01-04 00:15:00,0.037000000000000005
2024-01-04 00:30:00,0.037000000000000005
2024-01-04 00:45:00,0.036000000000000004
2024-01-04 01:00:00,0.036000000000000004
2024-01-04 01:15:00,0.036000000000000004
2024-01-04 01:30:00,0.035
2024-01-04 01:45:00,0.035
2024-01-04 02:00:00,0.034
2024-01-04 02:15:00,0.034
2024-01-04 02:30:00,0.033
2024-01-04 02:45:00,0.033
2024-01-04 03:00:00,0.032
2024-01-04 03:15:00,0.032
2024-01-04 03:30:00,0.032
2024-01-04 03:45:00,0.031
2024-01-04 04:00:00,0.031
2024-01-04 04:15:00,0.039
2024-01-04 04:30:00,0.05
2024-01-04 04:45:00,0.049
2024-01-04 05:00:00,0.049
2024-01-04 05:15:00,0.048
2024-01-04 05:30:00,0.048
2024-01-04 05:45:00,0.047
2024-01-04 06:00:00,0.047
2024-01-04 06:15:00,0.045899999999999996
2024-01-04 06:30:00,0.045899999999999996
2024-01-04 06:45:00,0.045899999999999996
2024-01-04 07:00:00,0.045
2024-01-04 07:15:00,0.045
2024-01-04 07:30:00,0.044000000000000004
2024-01-04 07:45:00,0.044000000000000004
2024-01-04 08:00:00,0.043
2024-01-04 08:15:00,0.043
2024-01-04 08:30:00,0.043
2024-01-04 08:45:00,0.042
2024-01-04 09:00:00,0.045899999999999996
2024-01-04 09:15:00,0.047
2024-01-04 09:30:00,0.054000000000000006
2024-01-04 09:45:00,0.066
2024-01-04 10:00:00,0.0919
2024-01-04 10:15:00,0.11800000000000001
2024-01-04 10:30:00,0.14700000000000002
2024-01-04 10:45:00,0.165
2024-01-04 11:00:00,0.18
2024-01-04 11:15:00,0.19699999999999998
2024-01-04 11:30:00,0.22699999999999998
2024-01-04 11:45:00,0.25
2024-01-04 12:00:00,0.276
2024-01-04 12:15:00,0.3
2024-01-04 12:30:00,0.32
2024-01-04 12:45:00,0.31
2024-01-04 13:00:00,0.33899999999999997
2024-01-04 13:15:00,0.364
2024-01-04 13:30:00,0.381
2024-01-04 13:45:00,0.406
2024-01-04 14:00:00,0.424
2024-01-04 14:15:00,0.435
2024-01-04 14:30:00,0.445
2024-01-04 14:45:00,0.451
2024-01-04 15:00:00,0.451
2024-01-04 15:15:00,0.45
2024-01-04 15:30:00,0.45
2024-01-04 15:45:00,0.449
2024-01-04 16:00:00,0.44800000000000006
2024-01-04 16:15:00,0.44800000000000006
2024-01-04 16:30:00,0.447
2024-01-04 16:45:00,0.447
2024-01-04 17:00:00,0.446
2024-01-04 17:15:00,0.446
2024-01-04 17:30:00,0.445
2024-01-04 17:45:00,0.445
2024-01-04 18:00:00,0.444
2024-01-04 18:15:00,0.444
2024-01-04 18:30:00,0.444
2024-01-04 18:45:00,0.44300000000000006
2024-01-04 19:00:00,0.44300000000000006
2024-01-04 19:15:00,0.442
2024-01-04 19:30:00,0.442
2024-01-04 19:45:00,0.441
2024-01-04 20:00:00,0.441
2024-01-04 20:15:00,0.44
2024-01-04 20:30:00,0.44
2024-01-04 20:45:00,0.439
2024-01-04 21:00:00,0.439
2024-01-04 21:15:00,0.43800000000000006
2024-01-04 21:30:00,0.43800000000000006
2024-01-04 21:45:00,0.43700000000000006
2024-01-04 22:00:00,0.43700000000000006
2024-01-04 22:15:00,0.436
2024-01-04 22:30:00,0.436
2024-01-04 22:45:00,0.435
2024-01-04 23:00:00,0.435
2024-01-04 23:15:00,0.434
2024-01-04 23:30:00,0.434
2024-01-04 23:45:00,0.43300000000000005
2024-01-05 00:00:00,0.43300000000000005
2024-01-05 00:15:00,0.43200000000000005
2024-01-05 00:30:00,0.43200000000000005
2024-01-05 00:45:00,0.431
2024-01-05 01:00:00,0.431
2024-01-05 01:15:00,0.43
2024-01-05 01:30:00,0.43
2024-01-05 01:45:00,0.429
2024-01-05 02:00:00,0.429
2024-01-05 02:15:00,0.42800000000000005
2024-01-05 02:30:00,0.42800000000000005
2024-01-05 02:45:00,0.42700000000000005
2024-01-05 03:00:00,0.42700000000000005
2024-01-05 03:15:00,0.426
2024-01-05 03:30:00,0.426
2024-01-05 03:45:00,0.425
2024-01-05 04:00:00,0.425
2024-01-05 04:15:00,0.424
2024-01-05 04:30:00,0.424
2024-01-05 04:45:00,0.42300000000000004
2024-01-05 05:00:00,0.42300000000000004
2024-01-05 05:15:00,0.42200000000000004
2024-01-05 05:30:00,0.42200000000000004
2024-01-05 05:45:00,0.42200000000000004
2024-01-05 06:00:00,0.42100000000000004
2024-01-05 06:15:00,0.42100000000000004
2024-01-05 06:30:00,0.42
2024-01-05 06:45:00,0.42
2024-01-05 07:00:00,0.419
2024-01-05 07:15:00,0.41800000000000004
2024-01-05 07:30:00,0.41800000000000004
2024-01-05 07:45:00,0.41700000000000004
2024-01-05 08:00:00,0.41700000000000004
2024-01-05 08:15:00,0.419
2024-01-05 08:30:00,0.41800000000000004
2024-01-05 08:45:00,0.424
2024-01-05 09:00:00,0.434
2024-01-05 09:15:00,0.436
2024-01-05 09:30:00,0.43800000000000006
2024-01-05 09:45:00,0.43800000000000006
2024-01-05 10:00:00,0.44
2024-01-05 10:15:00,0.447
2024-01-05 10:30:00,0.45
2024-01-05 10:45:00,0.449
2024-01-05 11:00:00,0.45
2024-01-05 11:15:00,0.455
2024-01-05 11:30:00,0.46399999999999997
2024-01-05 11:45:00,0.467
2024-01-05 12:00:00,0.467
2024-01-05 12:15:00,0.47300000000000003
2024-01-05 12:30:00,0.47300000000000003
2024-01-05 12:45:00,0.475
2024-01-05 13:00:00,0.48
2024-01-05 13:15:00,0.48200000000000004
2024-01-05 13:30:00,0.48200000000000004
2024-01-05 13:45:00,0.48100000000000004
2024-01-05 14:00:00,0.48100000000000004
2024-01-05 14:15:00,0.48
2024-01-05 14:30:00,0.48
2024-01-05 14:45:00,0.479
2024-01-05 15:00:00,0.479
2024-01-05 15:15:00,0.47800000000000004
2024-01-05 15:30:00,0.47800000000000004
2024-01-05 15:45:00,0.47700000000000004
2024-01-05 16:00:00,0.47600000000000003
2024-01-05 16:15:00,0.47600000000000003
2024-01-05 16:30:00,0.475
2024-01-05 16:45:00,0.475
2024-01-05 17:00:00,0.474
2024-01-05 17:15:00,0.474
2024-01-05 17:30:00,0.47300000000000003
2024-01-05 17:45:00,0.47300000000000003
2024-01-05 18:00:00,0.47200000000000003
2024-01-05 18:15:00,0.47200000000000003
2024-01-05 18:30:00,0.47100000000000003
2024-01-05 18:45:00,0.47100000000000003
2024-01-05 19:00:00,0.47
2024-01-05 19:15:00,0.47
2024-01-05 19:30:00,0.469
2024-01-05 19:45:00,0.469
2024-01-05 20:00:00,0.468
2024-01-05 20:15:00,0.468
2024-01-05 20:30:00,0.467
2024-01-05 20:45:00,0.467
2024-01-05 21:00:00,0.466
2024-01-05 21:15:00,0.466
2024-01-05 21:30:00,0.465
2024-01-05 21:45:00,0.465
2024-01-05 22:00:00,0.46399999999999997
2024-01-05 22:15:00,0.46399999999999997
2024-01-05 22:30:00,0.463
2024-01-05 22:45:00,0.463
2024-01-05 23:00:00,0.462
2024-01-05 23:15:00,0.462
2024-01-05 23:30:00,0.461
2024-01-05 23:45:00,0.46
2024-01-06 00:00:00,0.46
2024-01-06 00:15:00,0.45899999999999996
2024-01-06 00:30:00,0.45899999999999996
2024-01-06 00:45:00,0.458
2024-01-06 01:00:00,0.458
2024-01-06 01:15:00,0.457
2024-01-06 01:30:00,0.457
2024-01-06 01:45:00,0.456
2024-01-06 02:00:00,0.456
2024-01-06 02:15:00,0.455
2024-01-06 02:30:00,0.455
2024-01-06 02:45:00,0.45399999999999996
2024-01-06 03:00:00,0.45399999999999996
2024-01-06 03:15:00,0.45300000000000007
2024-01-06 03:30:00,0.45300000000000007
2024-01-06 03:45:00,0.452
2024-01-06 04:00:00,0.452
2024-01-06 04:15:00,0.451
2024-01-06 04:30:00,0.451
2024-01-06 04:45:00,0.45
2024-01-06 05:00:00,0.45
2024-01-06 05:15:00,0.449
2024-01-06 05:30:00,0.449
2024-01-06 05:45:00,0.44800000000000006
2024-01-06 06:00:00,0.44800000000000006
2024-01-06 06:15:00,0.447
2024-01-06 06:30:00,0.446
2024-01-06 06:45:00,0.446
2024-01-06 07:00:00,0.445
2024-01-06 07:15:00,0.445
2024-01-06 07:30:00,0.444
2024-01-06 07:45:00,0.44300000000000006
2024-01-06 08:00:00,0.442
2024-01-06 08:15:00,0.442
2024-01-06 08:30:00,0.441
2024-01-06 08:45:00,0.441
2024-01-06 09:00:00,0.44
2024-01-06 09:15:00,0.44
2024-01-06 09:30:00,0.439
2024-01-06 09:45:00,0.439
2024-01-06 10:00:00,0.43800000000000006
2024-01-06 10:15:00,0.43800000000000006
2024-01-06 10:30:00,0.43700000000000006
2024-01-06 10:45:00,0.43700000000000006
2024-01-06 11:00:00,0.436
2024-01-06 11:15:00,0.436
2024-01-06 11:30:00,0.435
2024-01-06 11:45:00,0.435
2024-01-06 12:00:00,0.434
2024-01-06 12:15:00,0.434
2024-01-06 12:30:00,0.42300000000000004
2024-01-06 12:45:00,0.42300000000000004
2024-01-06 13:00:00,0.42200000000000004
2024-01-06 13:15:00,0.42200000000000004
2024-01-06 13:30:00,0.41100000000000003
2024-01-06 13:45:00,0.41100000000000003
2024-01-06 14:00:00,0.41
2024-01-06 14:15:00,0.41
2024-01-06 14:30:00,0.39899999999999997
2024-01-06 14:45:00,0.39899999999999997
2024-01-06 15:00:00,0.3979
2024-01-06 15:15:00,0.3979
2024-01-06 15:30:00,0.387
2024-01-06 15:45:00,0.387
2024-01-06 16:00:00,0.386
2024-01-06 16:15:00,0.384
2024-01-06 16:30:00,0.3829
2024-01-06 16:45:00,0.3829
2024-01-06 17:00:00,0.382
2024-01-06 17:15:00,0.382
2024-01-06 17:30:00,0.381
2024-01-06 17:45:00,0.381
2024-01-06 18:00:00,0.38
2024-01-06 18:15:00,0.38
2024-01-06 18:30:00,0.379
2024-01-06 18:45:00,0.3779
2024-01-06 19:00:00,0.3779
2024-01-06 19:15:00,0.377
2024-01-06 19:30:00,0.377
2024-01-06 19:45:00,0.376
2024-01-06 20:00:00,0.376
2024-01-06 20:15:00,0.375
2024-01-06 20:30:00,0.375
2024-01-06 20:45:00,0.374
2024-01-06 21:00:00,0.374
2024-01-06 21:15:00,0.3329
2024-01-06 21:30:00,0.192
2024-01-06 21:45:00,0.052000000000000005
2024-01-06 22:00:00,0.042
2024-01-06 22:15:00,0.037000000000000005
2024-01-06 22:30:00,0.037000000000000005
2024-01-06 22:45:00,0.036000000000000004
2024-01-06 23:00:00,0.036000000000000004
2024-01-06 23:15:00,0.035
2024-01-06 23:30:00,0.035
2024-01-06 23:45:00,0.035
2024-01-07 00:00:00,0.034
2024-01-07 00:15:00,0.034
2024-01-07 00:30:00,0.033
2024-01-07 00:45:00,0.033
2024-01-07 01:00:00,0.032
2024-01-07 01:15:00,0.032
2024-01-07 01:30:00,0.032
2024-01-07 01:45:00,0.031
2024-01-07 02:00:00,0.031
2024-01-07 02:15:00,0.042
2024-01-07 02:30:00,0.049
2024-01-07 02:45:00,0.049
2024-01-07 03:00:00,0.048
2024-01-07 03:15:00,0.048
2024-01-07 03:30:00,0.048
2024-01-07 03:45:00,0.047
2024-01-07 04:00:00,0.047
2024-01-07 04:15:00,0.045899999999999996
2024-01-07 04:30:00,0.045899999999999996
2024-01-07 04:45:00,0.045
2024-01-07 05:00:00,0.045
2024-01-07 05:15:00,0.045
2024-01-07 05:30:00,0.044000000000000004
2024-01-07 05:45:00,0.044000000000000004
2024-01-07 06:00:00,0.043
2024-01-07 06:15:00,0.043
2024-01-07 06:30:00,0.042
2024-01-07 06:45:00,0.042
2024-01-07 07:00:00,0.042
2024-01-07 07:15:00,0.0409
2024-01-07 07:30:00,0.0409
2024-01-07 07:45:00,0.04
2024-01-07 08:00:00,0.04
2024-01-07 08:15:00,0.039
2024-01-07 08:30:00,0.039
2024-01-07 08:45:00,0.039
2024-01-07 09:00:00,0.038000000000000006
2024-01-07 09:15:00,0.038000000000000006
2024-01-07 09:30:00,0.037000000000000005
2024-01-07 09:45:00,0.037000000000000005
2024-01-07 10:00:00,0.036000000000000004
2024-01-07 10:15:00,0.036000000000000004
2024-01-07 10:30:00,0.035
2024-01-07 10:45:00,0.035
2024-01-07 11:00:00,0.034
2024-01-07 11:15:00,0.034
2024-01-07 11:30:00,0.033
2024-01-07 11:45:00,0.033
2024-01-07 12:00:00,0.033
2024-01-07 12:15:00,0.033
2024-01-07 12:30:00,0.035
2024-01-07 12:45:00,0.038000000000000006
2024-01-07 13:00:00,0.04
2024-01-07 13:15:00,0.039
2024-01-07 13:30:00,0.039
2024-01-07 13:45:00,0.04
2024-01-07 14:00:00,0.042
2024-01-07 14:15:00,0.042
2024-01-07 14:30:00,0.0409
2024-01-07 14:45:00,0.0409
2024-01-07 15:00:00,0.04
2024-01-07 15:15:00,0.04
2024-01-07 15:30:00,0.04
2024-01-07 15:45:00,0.039
2024-01-07 16:00:00,0.039
2024-01-07 16:15:00,0.038000000000000006
2024-01-07 16:30:00,0.038000000000000006
2024-01-07 16:45:00,0.037000000000000005
2024-01-07 17:00:00,0.037000000000000005
2024-01-07 17:15:00,0.037000000000000005
2024-01-07 17:30:00,0.036000000000000004
2024-01-07 17:45:00,0.036000000000000004
2024-01-07 18:00:00,0.035
2024-01-07 18:15:00,0.035
2024-01-07 18:30:00,0.034
2024-01-07 18:45:00,0.034
2024-01-07 19:00:00,0.034
2024-01-07 19:15:00,0.033
2024-01-07 19:30:00,0.033
2024-01-07 19:45:00,0.032
2024-01-07 20:00:00,0.032
2024-01-07 20:15:00,0.031
2024-01-07 20:30:00,0.031
2024-01-07 20:45:00,0.031
2024-01-07 21:00:00,0.047
2024-01-07 21:15:00,0.049
2024-01-07 21:30:00,0.049
2024-01-07 21:45:00,0.048
2024-01-07 22:00:00,0.048
2024-01-07 22:15:00,0.048
2024-01-07 22:30:00,0.047
2024-01-07 22:45:00,0.047
2024-01-07 23:00:00,0.045899999999999996
2024-01-07 23:15:00,0.045899999999999996
2024-01-07 23:30:00,0.045
2024-01-07 23:45:00,0.045
2024-01-08 00:00:00,0.045
2024-01-08 00:15:00,0.044000000000000004
2024-01-08 00:30:00,0.044000000000000004
2024-01-08 00:45:00,0.043
2024-01-08 01:00:00,0.043
2024-01-08 01:15:00,0.042
2024-01-08 01:30:00,0.042
2024-01-08 01:45:00,0.0409
2024-01-08 02:00:00,0.0409
2024-01-08 02:15:00,0.0409
2024-01-08 02:30:00,0.04
2024-01-08 02:45:00,0.04
2024-01-08 03:00:00,0.039
2024-01-08 03:15:00,0.039
2024-01-08 03:30:00,0.038000000000000006
2024-01-08 03:45:00,0.038000000000000006
2024-01-08 04:00:00,0.038000000000000006
2024-01-08 04:15:00,0.037000000000000005
2024-01-08 04:30:00,0.037000000000000005
2024-01-08 04:45:00,0.036000000000000004
2024-01-08 05:00:00,0.036000000000000004
2024-01-08 05:15:00,0.035
2024-01-08 05:30:00,0.035
2024-01-08 05:45:00,0.035
2024-01-08 06:00:00,0.034
2024-01-08 06:15:00,0.034
2024-01-08 06:30:00,0.033
2024-01-08 06:45:00,0.033
2024-01-08 07:00:00,0.032
2024-01-08 07:15:00,0.032
2024-01-08 07:30:00,0.032
2024-01-08 07:45:00,0.031
2024-01-08 08:00:00,0.031
2024-01-08 08:15:00,0.04
2024-01-08 08:30:00,0.039
2024-01-08 08:45:00,0.039
2024-01-08 09:00:00,0.039
2024-01-08 09:15:00,0.042
2024-01-08 09:30:00,0.044000000000000004
2024-01-08 09:45:00,0.044000000000000004
2024-01-08 10:00:00,0.047
2024-01-08 10:15:00,0.055
2024-01-08 10:30:00,0.067
2024-01-08 10:45:00,0.08
2024-01-08 11:00:00,0.08689999999999999
2024-01-08 11:15:00,0.094
2024-01-08 11:30:00,0.099
2024-01-08 11:45:00,0.106
2024-01-08 12:00:00,0.132
2024-01-08 12:15:00,0.14700000000000002
2024-01-08 12:30:00,0.154
2024-01-08 12:45:00,0.17
2024-01-08 13:00:00,0.17600000000000002
2024-01-08 13:15:00,0.17800000000000002
2024-01-08 13:30:00,0.191
2024-01-08 13:45:00,0.1989
2024-01-08 14:00:00,0.21100000000000002
2024-01-08 14:15:00,0.22
2024-01-08 14:30:00,0.226
2024-01-08 14:45:00,0.23199999999999998
2024-01-08 15:00:00,0.235
2024-01-08 15:15:00,0.23600000000000002
2024-01-08 15:30:00,0.23600000000000002
2024-01-08 15:45:00,0.235
2024-01-08 16:00:00,0.235
2024-01-08 16:15:00,0.234
2024-01-08 16:30:00,0.234
2024-01-08 16:45:00,0.233
2024-01-08 17:00:00,0.233
2024-01-08 17:15:00,0.23199999999999998
2024-01-08 17:30:00,0.23199999999999998
2024-01-08 17:45:00,0.231
2024-01-08 18:00:00,0.231
2024-01-08 18:15:00,0.23
2024-01-08 18:30:00,0.23
2024-01-08 18:45:00,0.229
2024-01-08 19:00:00,0.229
2024-01-08 19:15:00,0.229
2024-01-08 19:30:00,0.228
2024-01-08 19:45:00,0.228
2024-01-08 20:00:00,0.22699999999999998
2024-01-08 20:15:00,0.22699999999999998
2024-01-08 20:30:00,0.226
2024-01-08 20:45:00,0.226
2024-01-08 21:00:00,0.225
2024-01-08 21:15:00,0.225
2024-01-08 21:30:00,0.22400000000000003
2024-01-08 21:45:00,0.22400000000000003
2024-01-08 22:00:00,0.223
2024-01-08 22:15:00,0.223
2024-01-08 22:30:00,0.222
2024-01-08 22:45:00,0.222
2024-01-08 23:00:00,0.221
2024-01-08 23:15:00,0.221
2024-01-08 23:30:00,0.22
2024-01-08 23:45:00,0.22
2024-01-09 00:00:00,0.21900000000000003
2024-01-09 00:15:00,0.21900000000000003
